name,id,album,artists,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genres,cluster_label
Amazing,4fUMgL19kixzHhrttFZXsD,Autumn Variations,['Ed Sheeran'],0.429,0.809,0.664,1.55e-06,0.131,-7.265,0.0373,116.996,0.374,"['uk pop', 'pop', 'singer-songwriter pop']",9
MOON MUSiC,41FNZsY7w7KaTQ2bjxdR6w,Moon Music,"['Coldplay', 'Jon Hopkins']",0.869,0.313,0.253,0.826,0.495,-17.159,0.0343,119.993,0.078,"['electronica', 'intelligent dance music', 'permanent wave', 'pop']",9
Stoned - Bonus Track,5M12X6gQDoMMqqlRDg5Bfo,- (Deluxe),['Ed Sheeran'],0.786,0.692,0.323,0.0,0.0938,-7.084,0.0301,119.973,0.377,"['uk pop', 'pop', 'singer-songwriter pop']",9
Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,Hot Fuss,['The Killers'],0.00101,0.356,0.924,0.0,0.0953,-3.74,0.0808,148.017,0.232,"['permanent wave', 'modern rock', 'alternative rock', 'rock', 'dance rock']",9
Hello,62PaSfnXSMyLshYJrlTuL3,25,['Adele'],0.33,0.578,0.43,0.0,0.0854,-6.134,0.0305,78.991,0.288,"['british soul', 'uk pop', 'pop soul', 'pop']",9
Peru,3s1KwrLP0NlFWiWbjz6bfQ,Peru,"['Fireboy DML', 'Ed Sheeran']",0.572,0.956,0.417,0.00071,0.0782,-7.892,0.0926,108.015,0.714,"['afrobeats', 'uk pop', 'pop', 'singer-songwriter pop', 'nigerian pop']",9
Someone Like You,1zwMYTA5nlNjZxYrvBB2pV,21,['Adele'],0.893,0.556,0.319,0.0,0.0996,-8.251,0.0281,135.187,0.294,"['british soul', 'uk pop', 'pop soul', 'pop']",9
Plastic Bag,1qvqgg3r67ayzIfuBMTJSV,Autumn Variations,['Ed Sheeran'],0.621,0.713,0.727,0.0,0.0751,-6.551,0.0528,120.016,0.384,"['uk pop', 'pop', 'singer-songwriter pop']",9
Photograph,1HNkqx9Ahdgi1Ixy2xkKkL,x (Deluxe Edition),['Ed Sheeran'],0.607,0.614,0.379,0.000464,0.0986,-10.48,0.0476,107.989,0.201,"['uk pop', 'pop', 'singer-songwriter pop']",9
Rolling in the Deep,4OSBTYWVwsQhGLF9NHvIbR,21,['Adele'],0.138,0.73,0.769,0.0,0.0473,-5.114,0.0298,104.948,0.507,"['british soul', 'uk pop', 'pop soul', 'pop']",9
Borderline,0bCnvkP7PYCJV64sQLl5mm,- (Deluxe),['Ed Sheeran'],0.943,0.497,0.317,2.32e-05,0.0943,-9.935,0.0289,139.942,0.272,"['uk pop', 'pop', 'singer-songwriter pop']",9
Barcelona,3Lfiu5sZ4M4B6JaKMBc0FU,÷ (Deluxe),['Ed Sheeran'],0.448,0.747,0.76,0.0,0.153,-4.294,0.187,99.975,0.682,"['uk pop', 'pop', 'singer-songwriter pop']",9
England,5eL45g9qvFvydEYcmv4zic,Autumn Variations,['Ed Sheeran'],0.641,0.622,0.666,8.63e-05,0.513,-10.786,0.0423,126.934,0.52,"['uk pop', 'pop', 'singer-songwriter pop']",9
Suncity (feat. Empress Of),6SkHm6poyKfzV6kc9any8k,Suncity,"['Khalid', 'Empress Of']",0.0998,0.694,0.63,0.000635,0.12,-6.84,0.162,90.045,0.341,"['electropop', 'shiver pop', 'pop r&b', 'etherpop', 'escape room', 'pop', 'art pop']",9
Head > Heels,0ehxgCWdhKRdnRn9MmrUbu,Autumn Variations,['Ed Sheeran'],0.759,0.711,0.328,0.000538,0.116,-9.172,0.0592,77.539,0.347,"['uk pop', 'pop', 'singer-songwriter pop']",9
Punchline,4gqRVDvnILW0cvBWZzKcRf,Autumn Variations,['Ed Sheeran'],0.844,0.534,0.407,0.0,0.113,-7.994,0.0261,154.059,0.616,"['uk pop', 'pop', 'singer-songwriter pop']",9
Perfect,0tgVpDi06FyKpA1z0VMD4v,÷ (Deluxe),['Ed Sheeran'],0.163,0.599,0.448,0.0,0.106,-6.312,0.0232,95.05,0.168,"['uk pop', 'pop', 'singer-songwriter pop']",9
Not Me Anymore,46gcml0UNQm0C3bzAHgbV3,Not Me Anymore,['POLYDRIVE'],0.179,0.702,0.605,0.00262,0.159,-8.869,0.0353,125.026,0.464,['new hampshire indie'],10
Lights Down Low,1sYSP7gKa5kdKIfhANfori,Hell's Kitchen Angel,['MAX'],0.0632,0.623,0.493,0.0,0.104,-7.727,0.0338,81.019,0.594,"['teen pop', 'viral pop', 'singer-songwriter pop']",10
Anchor,7qH9Z4dJEN0l9bidizW7fq,Bathing Beach,['Novo Amor'],0.805,0.457,0.407,0.884,0.126,-11.475,0.0308,117.053,0.126,"['ambient folk', 'indie folk']",10
Tum Se Hi,7eQl3Yqv35ioqUfveKHitE,Jab We Met,"['Pritam', 'Mohit Chauhan']",0.328,0.609,0.538,0.0,0.125,-7.842,0.0273,130.015,0.608,"['indian instrumental', 'modern bollywood', 'filmi']",10
Clarity,60wwxj6Dd9NJlirf84wr2c,Clarity,"['Zedd', 'Foxes']",0.0398,0.509,0.781,0.0,0.0749,-3.48,0.072,128.0,0.176,"['electropop', 'edm', 'metropopolis', 'german techno', 'uk pop', 'pop dance', 'pop', 'complextro']",10
Walked Through Hell,6c7N5N7amAOpeMykjlovjI,Walked Through Hell,['Anson Seabra'],0.664,0.508,0.404,0.0,0.104,-11.092,0.0788,81.713,0.129,"['alt z', 'gen z singer-songwriter']",10
"Welcome Home, Son",6HTVZeVQ9J6Uiq6tHESxU9,Ghost,['Radical Face'],0.723,0.586,0.494,0.789,0.142,-10.759,0.0307,144.973,0.401,"['jacksonville indie', 'stomp and holler', 'indie folk']",10
Mahiye Jinna Sohna,0Jiaz0O4AqnJICa9PxHhaR,Dard,['Darshan Raval'],0.736,0.567,0.54,3.17e-05,0.164,-5.754,0.0406,92.027,0.331,"['gujarati pop', 'modern bollywood', 'desi pop', 'filmi']",10
I Found,5zT5cMnMKoyruPj13TQXGx,5AM (Expanded Edition),['Amber Run'],0.862,0.567,0.303,0.00563,0.104,-12.481,0.0351,124.949,0.252,['indie anthem-folk'],10
Riptide,3JvrhDOgAt6p7K8mDyZwRd,Dream Your Life Away (Special Edition),['Vance Joy'],0.431,0.484,0.731,0.0,0.151,-6.694,0.0379,101.654,0.51,"['folk-pop', 'modern rock']",10
Experience,1BncfTJAWxrsxyT9culBrj,In A Time Lapse,"['Ludovico Einaudi', 'Daniel Hope', 'I Virtuosi Italiani']",0.934,0.447,0.449,0.961,0.0697,-10.634,0.0376,92.468,0.036,"['classical performance', 'string orchestra', 'chamber orchestra', 'violin', 'neo-classical', 'compositional ambient']",10
Wash.,7rIhp6EWLNtM8qFIQruJPT,"Bon Iver, Bon Iver",['Bon Iver'],0.99,0.31,0.146,0.261,0.076,-19.278,0.0303,162.831,0.333,"['melancholia', 'modern rock', 'eau claire indie', 'indie folk', 'chamber pop']",10
LIMBO,2bdVgAQgosGUJoViVDNeOV,GABRIEL,['keshi'],0.879,0.577,0.366,7.76e-05,0.137,-11.792,0.0368,129.923,0.0841,['chill r&b'],10
Lean On,01aTsQoKoeXofSTvKuunzv,Peace Is The Mission,"['Major Lazer', 'DJ Snake', 'MØ']",0.00346,0.723,0.809,0.00123,0.565,-3.081,0.0625,98.007,0.274,"['electropop', 'edm', 'electronic trap', 'electro house', 'dance pop', 'danish pop', 'pop dance', 'pop', 'moombahton']",10
Come With Me,3curUGAfGYvGcBbE1k5Fyy,Pacifico,"['Surfaces', 'salem ilese']",0.16,0.876,0.565,0.0284,0.114,-6.569,0.0333,111.936,0.931,"['bedroom soul', 'alt z', 'modern indie pop']",10
tere bina,6N5WkgPIDoTdbCXyyIIKAv,tere bina,['Zaeden'],0.117,0.889,0.341,3.7e-06,0.0734,-7.909,0.0424,118.003,0.942,"['hindi indie', 'desi pop', 'indian edm']",10
Into It,4HwDCXsMBC7SUdp2WT4MZP,Chase Atlantic,['Chase Atlantic'],0.0503,0.518,0.572,2.41e-05,0.129,-6.706,0.0416,130.053,0.291,['alternative r&b'],10
Gata Only,6XjDF6nds4DE2BBbagZol6,Gata Only,"['FloyyMenor', 'Cris Mj']",0.446,0.791,0.499,2.41e-05,0.0899,-8.472,0.0509,99.986,0.669,"['urbano chileno', 'reggaeton chileno', 'urbano latino', 'mambo chileno', 'trap latino']",10
2 soon,6VhHEXZrTDnmDJeNrDFQbi,THE REAPER,['keshi'],0.146,0.517,0.663,0.0,0.322,-6.688,0.0375,174.032,0.146,['chill r&b'],10
"Chaleya (From ""Jawan"")",4nc6XiUze2Yh7wFueGOPv7,"Chaleya (From ""Jawan"")","['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",0.393,0.575,0.845,0.0107,0.131,-5.28,0.0852,95.047,0.439,"['modern bollywood', 'tamil hip hop', 'desi hip hop', 'filmi']",10
Zaalima,1J9vyEntJ79CppvgUxJs75,Raees (Original Motion Picture Soundtrack),"['Arijit Singh', 'Harshdeep Kaur']",0.309,0.487,0.898,0.0,0.0886,-3.791,0.172,88.349,0.65,"['modern bollywood', 'filmi', 'sufi']",10
Fall Back,1aHy1ipWQRNauI0ee9uYfi,Fall Back / Selfish Game,['Lithe'],0.648,0.871,0.158,0.0363,0.113,-10.889,0.102,126.078,0.46,[],10
Papaoutai,1QFw2xxyQtgKjlrMCEqsNj,Racine Carrée - Standard US Version,['Stromae'],0.0266,0.732,0.809,0.0,0.0642,-7.264,0.0878,116.015,0.253,"['belgian pop', 'g-house']",10
Somebody That I Used To Know,4wCmqSrbyCgxEXROQE6vtV,Making Mirrors,"['Gotye', 'Kimbra']",0.591,0.864,0.495,0.000133,0.0992,-7.036,0.037,129.062,0.72,"['bergen indie', 'electropop', 'australian pop', 'nz pop']",10
Move,1BJJbSX6muJVF2AK7uH1x4,Move,"['Adam Port', 'Stryv', 'Keinemusik', 'Orso', 'Malachiii']",0.0563,0.727,0.782,0.336,0.225,-8.529,0.042,119.992,0.655,['melodic house'],10
Yaar Naa Miley,56lHtVpvNxFSKewJKpeYc3,Kick,"['Yo Yo Honey Singh', 'Jasmine Sandlas']",0.0102,0.663,0.938,9.01e-06,0.75,-2.894,0.0335,127.988,0.551,"['modern bollywood', 'punjabi pop', 'desi pop', 'filmi', 'hindi hip hop']",10
Intergalactic,6rhJX0nqMvzulGrswdfHAg,intergalactic,['Flamemountain'],0.148,0.483,0.699,0.0,0.191,-4.079,0.0978,140.18,0.0421,[],10
You Make Me Feel... (feat. Sabi),16Of7eeW44kt0a1M0nitHM,Night Shades,"['Cobra Starship', 'Sabi']",0.0191,0.668,0.857,6.71e-06,0.0385,-2.944,0.0535,131.959,0.748,"['neon pop punk', 'post-teen pop', 'pop punk']",10
Heeriye (feat. Arijit Singh),5PUXKVVVQ74C3gl5vKy9Li,Heeriye (feat. Arijit Singh),"['Jasleen Royal', 'Arijit Singh', 'Dulquer Salmaan']",0.516,0.728,0.494,0.00384,0.0759,-9.628,0.0256,105.007,0.558,"['modern bollywood', 'indian singer-songwriter', 'desi pop', 'filmi', 'mollywood']",10
Constellations,32ShlHZGBYLoybP9pdb87z,Constellations,['Jade LeMac'],0.238,0.564,0.657,0.0,0.0578,-6.674,0.0391,149.799,0.178,['alt z'],10
DÁKITI,47EiUVwUp4C9fGccaPuUCS,DÁKITI,"['Bad Bunny', 'JHAYCO']",0.401,0.731,0.573,5.22e-05,0.113,-10.059,0.0544,109.928,0.145,"['reggaeton', 'urbano latino', 'trap latino']",10
Kangna Tera Ni,16su7DgyCM31XdlBn6LMvb,Chaar Din Ki Chandni (Original Motion Picture Soundtrack),['Lumber'],0.0913,0.846,0.926,0.0,0.0598,-3.036,0.145,109.155,0.886,['indie emo'],10
lovely - Spotify Singles,7FHDb1W6EtQq7WnoX73Rpy,Spotify Singles,['Sara James'],0.847,0.404,0.219,0.0,0.0938,-10.692,0.0295,106.797,0.0851,"['polish viral pop', 'polish pop']",10
"Heartless - Recorded At RAK Studios, London",6S4vdF9ENvX8WN8PvJ6soA,Spotify Singles,['Dermot Kennedy'],0.226,0.444,0.535,0.0,0.212,-7.051,0.055,88.033,0.158,"['uk pop', 'irish pop', 'folk-pop']",10
Yellow - Spotify Singles,6VDuCryADxIMCNLCfyovtO,Yellow - Spotify Singles,['jxdn'],0.00131,0.398,0.703,0.000818,0.1,-6.855,0.0325,173.021,0.252,"['social media pop', 'pop punk']",10
"Good Luck, Babe! Sabrina",4drP7xiNO9SEcMzGGCg1an,"Good Luck, Babe! Sabrina",['onve'],0.524,0.457,0.429,0.0,0.11,-11.72,0.0624,123.617,0.258,[],10
Die For Me (feat. Future & Halsey),2C6WXnmZ66tHhHlnvwePiK,Hollywood's Bleeding,"['Post Malone', 'Halsey', 'Future']",0.19,0.606,0.66,0.0,0.211,-2.847,0.0468,145.108,0.446,"['electropop', 'melodic rap', 'trap', 'rap', 'etherpop', 'southern hip hop', 'indie poptimism', 'atl hip hop', 'dfw rap', 'pop', 'hip hop']",10
"Aasa Kooda - From ""Think Indie""",0MTdYgTZ25sLCO6kVnDoje,"Aasa Kooda (From ""Think Indie"")","['Sai Abhyankkar', 'Sai Smriti']",0.48,0.675,0.537,0.00112,0.12,-9.401,0.0352,98.003,0.534,[],10
love nwantiti (ah ah ah),2Xr1dTzJee307rmrkt8c0g,CKay The First,['CKay'],0.365,0.727,0.739,0.00137,0.161,-3.805,0.0411,93.005,0.533,"['afro r&b', 'afrobeats']",10
"Tum Hi Ho (From ""Aashiqui 2"")",7ouBSPZKQpm7zQz2leJXta,Ultimate Love Songs - Arijit Singh,['Arijit Singh'],0.788,0.529,0.451,0.0,0.122,-6.25,0.025,94.054,0.309,"['modern bollywood', 'filmi']",10
Know No Better,4TsTyEmNd6EoGV6jaNIO3e,Major Lazer Essentials,"['Major Lazer', 'Travis Scott', 'Camila Cabello', 'Quavo']",0.133,0.739,0.814,9.83e-06,0.126,-4.414,0.1,119.041,0.483,"['edm', 'melodic rap', 'rap', 'electro house', 'dance pop', 'atl hip hop', 'pop dance', 'pop', 'trap', 'moombahton', 'slap house']",10
Kiss My Scars,3U3A6fnEHGvUhzHm1LIAld,Inhaler,['August Royals'],0.00619,0.758,0.63,0.00435,0.169,-6.114,0.028,99.992,0.602,[],10
"Good Luck, Babe!",0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",['Chappell Roan'],0.0502,0.7,0.582,0.0,0.0881,-5.96,0.0356,116.712,0.785,['indie pop'],10
nadaaniyan,3bmsaFp11I9pbicxzlStf3,nadaaniyan,['Akshath'],0.721,0.698,0.334,0.0,0.0836,-6.297,0.0291,94.123,0.694,"['desi pop', 'indian singer-songwriter']",10
Nowhere Soon,48OadwhvyQKckCqmi8lbZJ,Nowhere Soon,['3leaf'],0.324,0.37,0.396,0.492,0.232,-9.329,0.0336,120.167,0.039,[],10
Hard to Find,4hizMtcebzlqsZqp1Y6yJo,Trouble Will Find Me,['The National'],0.794,0.488,0.514,0.00508,0.0979,-12.021,0.0309,114.079,0.104,"['modern rock', 'indie folk', 'chamber pop', 'indietronica', 'indie rock']",10
Moscow Mule,6Xom58OOXk2SoU711L2IXO,Un Verano Sin Ti,['Bad Bunny'],0.294,0.804,0.674,1.18e-06,0.115,-5.453,0.0333,99.968,0.292,"['reggaeton', 'urbano latino', 'trap latino']",10
Where Do We Go From Here,0Affp5QQ5KTDRK9RuiNYvI,Victim of Love,"['Charles Bradley', 'Menahan Street Band']",0.0324,0.391,0.777,0.00376,0.193,-8.936,0.0664,90.471,0.505,"['instrumental funk', 'brass band', 'soul', 'funk']",10
Skinny Love,3B3eOgLJSqPEA0RfboIQVM,"For Emma, Forever Ago",['Bon Iver'],0.845,0.592,0.263,5.68e-06,0.127,-14.029,0.0568,76.366,0.109,"['melancholia', 'modern rock', 'eau claire indie', 'indie folk', 'chamber pop']",10
Home,68mOSKT4uBkKddEAhlMO61,Home,['Good Neighbours'],0.0296,0.584,0.673,0.0614,0.121,-4.444,0.0298,77.002,0.138,[],10
misses,6WTFHKrnZpwEBLRS10Ylqs,14 minutes,['Dominic Fike'],0.13,0.578,0.509,0.734,0.344,-6.229,0.0279,119.945,0.586,"['alternative pop rock', 'pov: indie']",10
September,2grjqo0Frpf2okIBiifQKs,"The Best Of Earth, Wind & Fire Vol. 1","['Earth, Wind & Fire']",0.168,0.697,0.832,0.00131,0.269,-7.264,0.0298,125.926,0.979,"['soul', 'funk', 'motown', 'disco', 'jazz funk']",10
"Tere Vaaste (From ""Zara Hatke Zara Bachke"")",75DRLUnnltzSyuTJ7onxmW,"Tere Vaaste (From ""Zara Hatke Zara Bachke"") - Single","['Sachin-Jigar', 'Varun Jain', 'Shadab Faridi', 'Altamash Faridi', 'Amitabh Bhattacharya']",0.315,0.762,0.717,1.87e-05,0.0914,-8.316,0.0372,109.996,0.958,"['gujarati pop', 'modern bollywood', 'desi pop', 'filmi']",10
NIGHTS LIKE THIS,1XBYiRV30ykHw5f4wm6qEn,THE FIRST TIME,['The Kid LAROI'],0.0137,0.482,0.757,0.0016,0.143,-4.586,0.0355,142.579,0.12,['australian hip hop'],10
Sailor Song,0UYnhUfnUj5adChuAXvLUB,Sailor Song,['Gigi Perez'],0.686,0.492,0.416,8.61e-05,0.203,-10.439,0.0254,94.926,0.297,['bedroom pop'],10
Sunroof,6WHSNH8PhDHbpYxg4I181o,Sunroof (Remixes),"['Nicky Youre', 'dazy']",0.352,0.768,0.714,0.0,0.15,-5.11,0.0401,131.443,0.842,['singer-songwriter pop'],10
Raindrops,6lGZesSiiPscydswBgcpR2,1122,"['7981 Kal', 'DTheFlyest']",0.122,0.792,0.603,0.0,0.124,-8.506,0.073,115.991,0.422,"['boston hip hop', 'boston drill', 'brockton hip hop']",10
Walking On A Dream,3HfhB8sYqLlVmpBPb7cc2x,Walking On A Dream,['Empire Of The Sun'],0.245,0.87,0.699,6.76e-06,0.0588,-5.541,0.0459,126.967,0.727,"['australian dance', 'australian electropop', 'indietronica', 'dance rock', 'neo-synthpop']",10
Camden,1NAWiOec7X7xTa24nXQFCG,This Is What It Feels Like,['Gracie Abrams'],0.946,0.652,0.261,7.42e-06,0.156,-12.569,0.0404,126.15,0.419,['alt z'],10
I know it won't work,33uKUpu9ZXsHhcxRLoxnWI,Good Riddance (Deluxe),['Gracie Abrams'],0.536,0.654,0.584,3.37e-05,0.136,-8.95,0.0557,119.896,0.468,['alt z'],10
Am I Wrong,1fidCEsYlaVE3pHwKCvpFZ,Black Star Elephant,['Nico & Vinz'],0.175,0.729,0.675,1.58e-06,0.55,-6.003,0.0312,119.968,0.779,['afrobeats'],10
Best,5HO2RD12vZ5NcIdAULo43M,Good Riddance (Deluxe),['Gracie Abrams'],0.82,0.595,0.365,7.22e-05,0.108,-10.604,0.0368,121.918,0.396,['alt z'],10
Guilty Conscience,0smgkpVia3VCXgY4qhVJvp,Modus Vivendi,['070 Shake'],0.00675,0.542,0.637,0.0,0.123,-6.049,0.135,179.813,0.221,['new jersey rap'],10
Mariposa,3WD2cic9S2VrGIb6h114MM,Mariposa,['Peach Tree Rascals'],0.647,0.69,0.528,0.0,0.428,-6.1,0.027,112.001,0.427,['pov: indie'],10
Chasing Cars,11bD1JtSjlIgKgZG2134DZ,Eyes Open,['Snow Patrol'],0.209,0.563,0.592,5.08e-05,0.132,-4.571,0.0276,104.016,0.136,"['neo mellow', 'permanent wave', 'modern rock', 'pop rock', 'irish rock']",10
High Hopes,6KkyuDhrEhR5nJVKtv9mCf,In A Perfect World (Expanded Edition),['Kodaline'],0.577,0.488,0.487,0.0,0.193,-6.371,0.0305,77.278,0.219,"['irish pop', 'neo mellow', 'modern rock']",10
Mast Magan,3uL1IBFhg52VcQqOwAG01E,2 States,"['Arijit Singh', 'Chinmayi']",0.606,0.659,0.774,0.000333,0.185,-7.014,0.0372,82.995,0.883,"['modern bollywood', 'filmi', 'marathi pop']",10
Sanam Re,0CVfovmUv7BnemOyTtOcbL,Sanam Re,"['Mithoon', 'Arijit Singh']",0.395,0.581,0.71,0.0,0.137,-4.961,0.0374,111.969,0.755,"['modern bollywood', 'filmi']",10
Walking On A Dream,5r5cp9IpziiIsR6b93vcnQ,Walking On A Dream (10th Anniversary Edition),['Empire Of The Sun'],0.257,0.871,0.701,7.52e-06,0.0589,-5.594,0.0458,126.975,0.716,"['australian dance', 'australian electropop', 'indietronica', 'dance rock', 'neo-synthpop']",10
Remember That Night?,1nYzjrdVQ8RpF93M0jPFW7,Remember That Night?,['Sara Kays'],0.585,0.679,0.61,9.51e-05,0.156,-10.936,0.0305,123.978,0.554,"['alt z', 'modern indie pop', 'gen z singer-songwriter']",10
Rang Lageya,7mSzDKajY2wUtstQSLdzMK,Rang Lageya,"['Mohit Chauhan', 'Rochak Kohli']",0.504,0.651,0.503,0.0,0.469,-8.729,0.0261,108.014,0.58,"['modern bollywood', 'desi pop', 'filmi']",10
Sunny Sunny,6GwjeSBaJ7C8yZXklaXXY1,Yaariyan,"['Yo Yo Honey Singh', 'Neha Kakkar']",0.00138,0.794,0.878,0.029,0.197,-7.502,0.078,129.978,0.352,"['modern bollywood', 'hindi hip hop', 'filmi']",10
Where's My Love - Acoustic,0ElpbbncWT9aS7mgoqEHbQ,Where's My Love,['SYML'],0.892,0.554,0.225,0.0321,0.107,-11.324,0.0281,104.007,0.221,['modern indie pop'],10
Stay For A While,5bawzkHFN5uwIasKhvni7X,Stay For A While,['Victor Ray'],0.779,0.515,0.43,0.0,0.0953,-10.075,0.0894,163.199,0.6,[],10
Pee Loon,52itZ0w0CydihB2JCZEIft,Once Upon A Time In Mumbaai,"['Pritam', 'Mohit Chauhan']",0.277,0.656,0.721,0.000139,0.188,-5.064,0.0364,83.95,0.883,"['indian instrumental', 'modern bollywood', 'filmi']",10
Dooriyan,0d2umIyaNwX2nqCSAj6q1X,Dooriyan,"['Eser Inc.', 'egethevac']",0.633,0.522,0.706,0.0,0.0897,-6.643,0.0517,122.99,0.623,['new school turkce rap'],10
Tujhe Bhula Diya,4r8JqkhpTb5tzSKKHnVJIJ,Anjaana Anjaani,"['Mohit Chauhan', 'Shekhar Ravjiani', 'Shruti Pathak']",0.464,0.644,0.423,0.0,0.11,-8.702,0.0324,131.903,0.509,"['modern bollywood', 'filmi']",10
What's Up Danger (with Black Caviar),5zsHmE2gO3RefVsPyw2e3T,Spider-Man: Into the Spider-Verse (Soundtrack From & Inspired by the Motion Picture),"['Blackway', 'Black Caviar']",0.00363,0.701,0.755,0.000814,0.121,-5.82,0.0417,95.041,0.116,"['nyc rap', 'pop dance']",10
Pehli Nazar Mein,17opN752ZQpNuoptelsNQ1,Race - Original Motion Picture Soundtrack,"['Atif Aslam', 'Pritam']",0.251,0.488,0.57,0.0,0.107,-5.602,0.0775,169.702,0.668,"['indian instrumental', 'modern bollywood', 'classic pakistani pop', 'filmi', 'sufi']",10
Ansiedades,4IPMHIe14Rl6PISZVMKr1d,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),['Mora'],0.243,0.834,0.517,0.000232,0.127,-8.115,0.0786,119.968,0.284,"['trap latino', 'urbano latino']",10
Chaleya,3xMHXmedL5Rvfxmiar9Ryv,Jawan,"['Anirudh Ravichander', 'Arijit Singh', 'Shilpa Rao', 'Kumaar']",0.393,0.575,0.845,0.0107,0.131,-5.28,0.0852,95.047,0.439,"['modern bollywood', 'tamil hip hop', 'desi hip hop', 'filmi']",10
Bad Habit,4k6Uh1HXdhtusDW5y8Gbvy,Gemini Rights,['Steve Lacy'],0.613,0.686,0.494,5.8e-05,0.402,-7.093,0.0355,168.946,0.7,['afrofuturism'],10
Take It To The Top (Becky G & Ayra Starr),0KMKB5oVlFslI02Uv0tizA,METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),"['Becky G', 'Ayra Starr']",0.0202,0.857,0.728,9.01e-05,0.102,-7.119,0.0834,100.044,0.841,"['reggaeton', 'afrobeats', 'latin pop', 'rap latina', 'urbano latino', 'trap latino', 'latin viral pop']",10
All I Want,0NlGoUyOJSuSHmngoibVAs,In A Perfect World (Expanded Edition),['Kodaline'],0.174,0.188,0.411,0.153,0.0843,-9.733,0.0484,187.376,0.159,"['irish pop', 'neo mellow', 'modern rock']",10
"Sex, Drugs, Etc.",7MlDNspYwfqnHxORufupwq,Pineapple Sunrise,['Beach Weather'],0.0136,0.57,0.842,0.00876,0.524,-5.085,0.0381,143.975,0.47,['pov: indie'],10
Mess It Up,0PLhwCmQ7cC3ThRGPn3HxF,Mess It Up,['Gracie Abrams'],0.245,0.765,0.582,8.21e-05,0.154,-4.528,0.12,132.992,0.36,['alt z'],10
Intro,5VfEuwErhx6X4eaPbyBfyu,xx,['The xx'],0.459,0.617,0.778,0.925,0.128,-8.872,0.027,100.363,0.152,"['indietronica', 'dream pop', 'downtempo']",10
"I miss you, I’m sorry",4nyF5lmSziBAt7ESAUjpbx,minor,['Gracie Abrams'],0.731,0.445,0.455,1.47e-06,0.124,-6.405,0.0575,109.885,0.151,['alt z'],10
Last Night,7K3BhSpAxZBznislvUMVtn,One Thing At A Time,['Morgan Wallen'],0.413,0.492,0.673,0.0,0.137,-5.431,0.0347,203.812,0.488,['contemporary country'],10
Tera Hone Laga Hoon,0dLbrlAVPPjpPqnYfmJsWk,Ajab Prem Ki Ghazab Kahani - Original Motion Picture Soundtrack,"['Atif Aslam', 'Alisha Chinai', 'Pritam']",0.545,0.686,0.771,0.0,0.127,-5.33,0.0303,119.981,0.551,"['indian instrumental', 'modern bollywood', 'classic pakistani pop', 'filmi', 'sufi']",10
Primavera,4BMHp3DkI8VLsuB9Kr0pzu,Divenire (Deluxe Edition),"['Ludovico Einaudi', 'Robert Ziegler', 'Royal Philharmonic Orchestra']",0.965,0.231,0.206,0.856,0.17,-13.593,0.0332,141.628,0.136,"['orchestra', 'neo-classical', 'british orchestra', 'compositional ambient']",10
One Day,0KMCr7N42xmCZBW0re2m7y,In A Perfect World (Expanded Edition),['Kodaline'],0.0839,0.478,0.749,0.00135,0.111,-5.554,0.0282,96.007,0.324,"['irish pop', 'neo mellow', 'modern rock']",10
From Darkness to Light,2Znvoeb6ETGT4nPvFKXLEi,Avatar: The Way of Water (Original Motion Picture Soundtrack),['Simon Franglen'],0.379,0.101,0.142,0.875,0.0959,-18.187,0.0384,73.594,0.0342,['british soundtrack'],10
Sans toi,2OujnEePhdoXKYSnsza4Rp,Sans toi,['Warren Saada'],0.145,0.598,0.718,0.0,0.168,-6.536,0.0875,103.07,0.793,['r&b francais'],10
Bom Diggy,7Dhy1R9NmD96wfr7VJEN37,Bom Diggy - Single,"['Zack Knight', 'Jasmin Walia']",0.273,0.793,0.777,0.0,0.144,-5.636,0.197,103.956,0.528,"['modern bollywood', 'desi hip hop', 'desi pop']",10
Alone,0AoBY2Y3qs6dtGgOD6c91N,Black Panther: Wakanda Forever - Music From and Inspired By,['Burna Boy'],0.176,0.6,0.659,0.0,0.111,-7.264,0.0542,89.955,0.307,"['dancehall', 'nigerian hip hop', 'afrobeats', 'nigerian pop']",10
Lovers,6q8onrzcka32nGVrnWYGBQ,Lovers,['Anna of the North'],0.479,0.599,0.518,0.00435,0.136,-7.902,0.0333,95.031,0.455,['vapor pop'],10
Coming Back For You,5o77o7nTrQL1mWAyrvVMNI,Black Panther: Wakanda Forever - Music From and Inspired By,['Fireboy DML'],0.00814,0.42,0.436,0.0,0.128,-8.025,0.0449,100.274,0.242,"['afrobeats', 'nigerian pop']",10
